年份,总收益,年化收益,年化波动率,夏普比率,最大回撤率,最大回撤起始日,最大回撤结束日,卡尔玛比率,总交易次数,胜率,盈亏比,params
2012,0.00766009694900438,0.007944928340671398,0.05137288503380394,0.15465217371855883,0.06706182025537427,2012-02-28,2012-12-05,0.11847170730553945,243.0,0.4567901234567901,1.03421103028477,cmo_25
2013,-0.06109413553423226,-0.06456937498056303,0.08096527129665082,-0.7974947029323916,0.12479227088601873,2013-02-06,2013-12-16,-0.5174148568827522,238.0,0.453781512605042,0.8275424122382175,cmo_25
2014,0.377988942019857,0.39067030735507546,0.16338306611165127,2.391130957770756,0.06185121107266434,2014-12-08,2014-12-09,6.31629196227227,245.0,0.5061224489795918,1.840375757613671,cmo_25
2015,-0.05563282972164796,-0.05740348900725056,0.1556248176209291,-0.3688581929591331,0.12988583116949723,2015-04-27,2015-12-28,-0.44195343318349084,244.0,0.44672131147540983,0.9170183149941654,cmo_25
2016,0.0006293712879139601,0.0006500131172288981,0.05101845658304241,0.01274074444355007,0.04315364602996415,2016-01-28,2016-06-24,0.015062762408941187,244.0,0.48770491803278687,1.0025362489979968,cmo_25
2017,0.076819649815145,0.07943585553780474,0.06382234241422557,1.2446402393419365,0.055096178575253715,2017-11-22,2017-12-27,1.4417670624707015,244.0,0.5163934426229508,1.2828168229097812,cmo_25
2018,-0.06649399694158786,-0.06859760921165436,0.05282047919601002,-1.298693428302637,0.1167529252227509,2018-01-23,2018-12-18,-0.5875451007396874,244.0,0.48360655737704916,0.7411090949552329,cmo_25
2019,0.02822320398759226,0.029041180139013134,0.09335406634321526,0.31108639694647616,0.05923926859823652,2019-04-19,2019-12-25,0.49023529199814686,245.0,0.46530612244897956,1.0797588902473223,cmo_25
2020,0.028491568616878293,0.029562260823578823,0.11536909563021226,0.25624072601152653,0.07281929389794274,2020-07-06,2020-12-22,0.40596741936293346,243.0,0.51440329218107,1.0716738664816667,cmo_25
2021,-0.05781260219392814,-0.059888396789894105,0.059430013272105675,-1.0077129970624386,0.10354441117100793,2021-02-10,2021-12-29,-0.578383672403003,243.0,0.42386831275720166,0.7783712573482862,cmo_25
2022,-0.03491113819492642,-0.0363272274442048,0.06700754251385703,-0.5421363936260221,0.061804240763459195,2022-03-15,2022-12-20,-0.5877788804693596,242.0,0.45867768595041325,0.8663856167056581,cmo_25
2023,-0.00013514723532515038,-0.0006547740970326288,0.05376268262771096,-0.01217896996633754,0.03180508852121702,2023-01-16,2023-03-22,-0.020587086138616848,52.0,0.4807692307692308,0.9978016503656717,cmo_25
样本内,1.6797080105154771,0.08988275148068281,0.11740069643982026,0.76560662931635,0.22564196440867632,2009-07-27,2014-06-25,0.3983423549614633,2886.0,0.4982674982674983,1.1582868178152297,cmo_25
样本外,-0.02501477584345224,-0.004210480845192821,0.07768110690522981,-0.05420212214959252,0.1462071532914426,2020-07-06,2022-12-20,-0.028798049550967198,1513.0,0.47984137475214805,0.9870108164436833,cmo_25
总体,1.6120638666393137,0.05654312379156323,0.10546657728284496,0.5361236255911043,0.22564196440867632,2009-07-27,2014-06-25,0.2505878015188431,4399.0,0.49192998408729255,1.102211508915675,cmo_25
2005,0.012030115722412082,0.014248437185812701,0.0760906228088641,0.1872561514130864,0.05388618103469948,2005-03-30,2005-07-11,0.2644172756766259,213.0,0.431924882629108,1.040691095999286,cmo_14
2006,0.41329607711069594,0.4357878317307111,0.12259860445003927,3.5545904758508167,0.05293119469753507,2006-05-15,2006-08-17,8.233100239300004,241.0,0.5684647302904564,1.8278225099653773,cmo_14
2007,0.2287557759622285,0.23926018471760813,0.1411852372922753,1.6946544079697403,0.06979750767576365,2007-01-29,2007-03-05,3.4279187421571553,242.0,0.6033057851239669,1.3371138340869642,cmo_14
2008,-0.07990243901565386,-0.08176936311223792,0.10771954191773268,-0.7590949762364069,0.1038403702042234,2008-01-14,2008-12-24,-0.7874525384628511,246.0,0.5,0.8481663458307387,cmo_14
2009,0.19341917145245846,0.20035806238802745,0.11126303494847177,1.800760355681628,0.06675375555204403,2009-07-27,2009-12-28,3.0014500417406462,244.0,0.5450819672131147,1.347377787277172,cmo_14
2010,-0.012539491057688923,-0.013054255223776234,0.0677071835682037,-0.19280458196324543,0.05199830771389446,2010-01-05,2010-09-30,-0.25105153990017276,242.0,0.4628099173553719,0.9568961233185016,cmo_14
2011,-0.06383802883029555,-0.06586061397614862,0.042059648725136574,-1.5658859731937707,0.07254319987767839,2011-04-13,2011-12-12,-0.9078812912471758,244.0,0.4262295081967213,0.7177569058974528,cmo_14
2012,0.02243213903669372,0.023272553839716714,0.05509064535256558,0.4224411184653677,0.06786577114181366,2012-02-28,2012-12-05,0.34292034774180824,243.0,0.43621399176954734,1.0972079141397864,cmo_14
2013,-0.0423127615470269,-0.044745236341756645,0.07354000111862966,-0.6084475885386066,0.09564370854877556,2013-02-06,2013-12-12,-0.46783251110487684,238.0,0.41596638655462187,0.8686008633279018,cmo_14
2014,0.3089876798185056,0.31909652111344977,0.14724036044024236,2.1671810647526595,0.06185121107266416,2014-12-08,2014-12-09,5.159098998701386,245.0,0.49387755102040815,1.7775635981089009,cmo_14
2015,-0.04474275579963538,-0.04617533713847333,0.1307017449791963,-0.35328783977461836,0.11707880847021734,2015-04-22,2015-12-31,-0.3943953456805077,244.0,0.4426229508196721,0.9221882011286635,cmo_14
2016,0.007796839367463226,0.008053500111026013,0.04984066387728818,0.16158492854056666,0.03717222444970135,2016-01-28,2016-06-24,0.2166537039483177,244.0,0.48770491803278687,1.03274117614143,cmo_14
2017,0.06373602052474192,0.0658931336951496,0.054995883013184275,1.1981466627120598,0.04599730262848307,2017-11-22,2017-12-27,1.4325434303694662,244.0,0.5040983606557377,1.2829679440498354,cmo_14
2018,-0.06339111984589219,-0.06540004584203629,0.05395102425298258,-1.2122113851883132,0.11627796371636409,2018-01-23,2018-12-18,-0.5624457442475179,244.0,0.46311475409836067,0.7624928621600481,cmo_14
2019,0.04805949730517867,0.04946604847920222,0.08771975810179376,0.5639099964434432,0.04217197113089655,2019-04-19,2019-12-25,1.1729603135140578,245.0,0.5020408163265306,1.1457730971327078,cmo_14
2020,0.030837971864325242,0.03199820387909491,0.10651960007390186,0.30039733398261903,0.07628985529081422,2020-07-06,2020-12-22,0.41942934295941303,243.0,0.49382716049382713,1.0860601602627198,cmo_14
2021,-0.058563930321829494,-0.06066582379447205,0.0552507103565899,-1.0980098428225236,0.1008177005922262,2021-02-10,2021-12-29,-0.6017378241926482,243.0,0.4444444444444444,0.7692885989297519,cmo_14
2022,-0.031813061586174585,-0.03310565140085475,0.05893695332955471,-0.5617129751471813,0.049750133097130465,2022-03-15,2022-05-24,-0.6654384489026473,242.0,0.41735537190082644,0.8720034052328725,cmo_14
2023,0.005339354726169088,0.026142371285402533,0.0526842766322138,0.49620822295617856,0.029801660940551426,2023-01-16,2023-03-22,0.8772118888793322,52.0,0.5,1.0977379382260755,cmo_14
样本内,1.2514856022327034,0.07343792276698835,0.10111424300946793,0.7262866296700843,0.1813813423773779,2009-07-27,2012-12-05,0.40488135000233416,2886.0,0.4868329868329868,1.1509723136824022,cmo_14
样本外,-0.004776636885916896,-0.0007971682336612718,0.07185980435859819,-0.011093381630754311,0.1513661553961569,2020-07-06,2022-05-24,-0.005266489272816078,1513.0,0.47455386649041637,0.9973498990332531,cmo_14
总体,1.2396295910684403,0.0472734772586183,0.09212333928910375,0.513154186804535,0.1813813423773779,2009-07-27,2012-12-05,0.26063031973962447,4399.0,0.48260968401909526,1.1004010903228898,cmo_14
2005,-0.011950515473083234,-0.014123118876403273,0.07531428989729268,-0.18752243293620904,0.07373265883470971,2005-02-25,2005-06-03,-0.1915449557849771,213.0,0.4084507042253521,0.9599121351652011,mfi_index
2006,0.27448633664212907,0.28867384419268705,0.08029566374773184,3.5951361595269384,0.0364519164710013,2006-05-15,2006-07-25,7.919304995180064,241.0,0.5726141078838174,1.8579306626666887,mfi_index
2007,0.2625415999260583,0.27476286391858995,0.09112605091161188,3.01519555791019,0.04106685547265489,2007-01-29,2007-02-05,6.690623393396795,242.0,0.5826446280991735,1.6330650185822495,mfi_index
2008,-0.15284308905978017,-0.15626341852474412,0.09695920307231445,-1.6116409126032027,0.17798186687259857,2008-01-14,2008-12-26,-0.8779738142459156,246.0,0.46747967479674796,0.6991936660312795,mfi_index
2009,0.2005324509458346,0.20774799951750267,0.09764285591004028,2.1276313313582693,0.04767427922070102,2009-02-16,2009-03-05,4.3576537058014875,244.0,0.5655737704918032,1.4120070120766905,mfi_index
2010,0.0179626551266443,0.018711816042440432,0.058117699908978894,0.32196415329144074,0.03524703874387379,2010-04-02,2010-07-01,0.5308762582414868,242.0,0.4793388429752066,1.0698672140308756,mfi_index
2011,-0.05341884313496226,-0.05512111230740413,0.049632354044610104,-1.110588312169531,0.07383811097053919,2011-03-07,2011-12-30,-0.7465130348391091,244.0,0.4426229508196721,0.7923005328869319,mfi_index
2012,0.022571605437304187,0.023417304912107584,0.05357772077167185,0.4370716890310313,0.07062472905776444,2012-05-04,2012-11-23,0.33157373096545845,243.0,0.4691358024691358,1.0938591311367385,mfi_index
2013,-0.010317923651734784,-0.010921534202034233,0.06266006826950571,-0.17429815357142425,0.06368126152491926,2013-02-06,2013-06-07,-0.17150310688742404,238.0,0.46638655462184875,0.9626495108764301,mfi_index
2014,0.16098763456709464,0.16594968964987222,0.09823115527104091,1.6893793948771272,0.044468196786838964,2014-12-08,2014-12-09,3.731873600482661,245.0,0.49795918367346936,1.53732214927985,mfi_index
2015,-0.009365523953953403,-0.009671100744656158,0.1044223729196949,-0.09261521716321877,0.10264093202457286,2015-04-27,2015-12-28,-0.0942226512746478,244.0,0.45901639344262296,0.9812709741475014,mfi_index
2016,-0.007834848525056892,-0.00809068686635761,0.045603797140180785,-0.1774125703061036,0.0431862017133293,2016-01-06,2016-06-13,-0.187344256854625,244.0,0.4959016393442623,0.9612411179978021,mfi_index
2017,0.06994747413306657,0.07232186467578927,0.03926784281682598,1.841758026106794,0.026558698832058147,2017-11-22,2017-12-27,2.723095176202378,244.0,0.5,1.4465683501248339,mfi_index
2018,-0.1050856181430716,-0.10833739636091866,0.05513262881869675,-1.9650322990616935,0.14620827711852194,2018-01-23,2018-12-20,-0.740979912328057,244.0,0.4426229508196721,0.6575185327873939,mfi_index
2019,0.08995439841112818,0.09264010637872255,0.07240167398212415,1.279529895974439,0.02809964421956281,2019-04-19,2019-06-06,3.29684268081327,245.0,0.4857142857142857,1.4028974753043297,mfi_index
2020,0.01943238575620887,0.0201593108552216,0.0773722828383066,0.2605495161277681,0.04360154756573874,2020-07-06,2020-11-13,0.4623531039770341,243.0,0.46502057613168724,1.0638500907098758,mfi_index
2021,-0.03418631046619658,-0.03542977536273473,0.05078916295335308,-0.6975853371569627,0.0762479327177365,2021-01-12,2021-09-22,-0.46466538960331955,243.0,0.4773662551440329,0.8620408764499364,mfi_index
2022,-0.024296715623373988,-0.025287911420038722,0.04924020797618946,-0.5135622382477937,0.05026928709791368,2022-01-10,2022-05-16,-0.5030489366356709,242.0,0.4793388429752066,0.8974535439833466,mfi_index
2023,-0.004296020536090794,-0.02064787682541258,0.032499994479798025,-0.6353193948462756,0.025195979197025434,2023-01-16,2023-03-20,-0.8194909459145057,52.0,0.4423076923076923,0.8842577453932083,mfi_index
样本内,0.781953971806737,0.05173856998529769,0.07971853353350124,0.6490155763283687,0.1856636602494904,2008-01-14,2009-01-08,0.2786682645153749,2886.0,0.49480249480249483,1.1278015970107957,mfi_index
样本外,0.0040093959399480905,0.0006666779753106145,0.058270974536335396,0.011440995806495416,0.1493279445502995,2018-01-23,2019-01-14,0.0044645225467899695,1513.0,0.47719762062128224,1.0025594431515819,mfi_index
总体,0.7872351253759051,0.033823539383595946,0.07306455661244851,0.4629267725937749,0.1856636602494904,2008-01-14,2009-01-08,0.18217641157211206,4399.0,0.48874744260059105,1.0883650361441546,mfi_index
2005,0.020617253588706808,0.024438027840424592,0.05789854886800537,0.4220835982631855,0.038759929841024596,2005-04-13,2005-06-15,0.6304972155692268,213.0,0.47417840375586856,1.0960381310129907,mom_14
2006,0.4327565913011573,0.45646689126429085,0.13168392906193083,3.466382682503458,0.06432007180419624,2006-05-15,2006-07-25,7.096803197824026,241.0,0.5560165975103735,1.9593972818927767,mom_14
2007,0.3438513393133016,0.3603635858650056,0.19128117860987012,1.8839469125187145,0.10588325485566605,2007-01-29,2007-03-05,3.4034048760234326,242.0,0.5909090909090909,1.338483360904939,mom_14
2008,-0.14472509542974954,-0.1479800353275862,0.14774837380905137,-1.0015679463168523,0.18073039524879753,2008-02-01,2008-12-30,-0.818788865723851,246.0,0.4878048780487805,0.7757469733701321,mom_14
2009,0.13817605350273987,0.14301617625107155,0.08801656581663193,1.6248779411482865,0.0571564428375047,2009-07-27,2009-12-22,2.5021881900114984,244.0,0.5573770491803278,1.2978897010127466,mom_14
2010,-0.01730506255995734,-0.018013668884322986,0.05263251038837643,-0.34225365180949446,0.044023683730254275,2010-01-05,2010-07-01,-0.4091813169179094,242.0,0.47107438016528924,0.9302207575833795,mom_14
2011,-0.036142601469203894,-0.03730522573136874,0.03458880881221906,-1.0785345611031874,0.05160167414054579,2011-04-13,2011-12-27,-0.7229460352344717,244.0,0.44672131147540983,0.8129814591386019,mom_14
2012,0.04317097318457108,0.044805204236622265,0.04197117768995031,1.0675231600029784,0.04291206598113101,2012-05-04,2012-12-03,1.0441166886796756,243.0,0.48148148148148145,1.2323078265775311,mom_14
2013,-0.049640794114412023,-0.05248287599425161,0.04444954293792766,-1.1807292612106774,0.07611933990575341,2013-02-06,2013-12-26,-0.6894814912902935,238.0,0.44537815126050423,0.7889747805276432,mom_14
2014,0.19073354376314167,0.19668740252989325,0.1168579387658887,1.6831325676891633,0.06076139493538539,2014-12-08,2014-12-09,3.2370455408249543,245.0,0.49387755102040815,1.6147094873922214,mom_14
2015,-0.136259747120813,-0.14039811051195283,0.15515811846815175,-0.9048711849439667,0.2121088419202809,2015-04-27,2015-09-29,-0.6619154073959828,244.0,0.4713114754098361,0.8033089913580639,mom_14
2016,0.01632077549546862,0.016860369200837333,0.03914683816368845,0.4306955552920378,0.02532239943138578,2016-01-28,2016-02-29,0.6658282619118547,244.0,0.5,1.0944801206531627,mom_14
2017,0.039350163616338696,0.0406662230609105,0.02991768058983536,1.3592705804448957,0.02770835785379063,2017-11-22,2017-12-27,1.4676518643037222,244.0,0.5122950819672131,1.2899016172790803,mom_14
2018,-0.07850365567805584,-0.08097045580268203,0.044027277640748944,-1.8390974900465058,0.1091110791078422,2018-01-23,2018-12-24,-0.7420919714546421,244.0,0.46311475409836067,0.674135877443099,mom_14
2019,0.06143538408029725,0.06324506892838433,0.06286834185253458,1.0059923176713235,0.030034545200995445,2019-02-25,2019-03-08,2.10574418574143,245.0,0.5102040816326531,1.2609582787561742,mom_14
2020,-0.003888466828385062,-0.004032193381484972,0.08425480134507903,-0.04785713475212503,0.06498390855256989,2020-07-06,2020-11-13,-0.06204910525231116,243.0,0.5020576131687243,0.9872479752085768,mom_14
2021,-0.05983397874563845,-0.06197993761432685,0.047029335543356046,-1.3178994960961747,0.0915534924296266,2021-01-12,2021-11-30,-0.6769805931976683,243.0,0.49794238683127573,0.7572747384683896,mom_14
2022,-0.04174139984721048,-0.043428254166742564,0.03985231619313854,-1.089729740080194,0.05082492830366481,2022-01-04,2022-05-16,-0.8544675932894745,242.0,0.4132231404958678,0.7931001073570676,mom_14
2023,-0.0002573827490813807,-0.0012466991698925067,0.031962466821028504,-0.0390050986012221,0.01983243064612171,2023-01-30,2023-03-20,-0.06286164273748777,52.0,0.5,0.9925776709354702,mom_14
样本内,0.9054433804263773,0.05790999278868836,0.10660826054664485,0.5432036175409757,0.23168768292237588,2015-04-27,2016-02-29,0.24994851715138605,2886.0,0.5003465003465003,1.108372658377856,mom_14
样本外,-0.08420709151639805,-0.014544341328722954,0.053701009890233346,-0.27083925159791356,0.15734039462692398,2018-01-23,2022-05-16,-0.09243869867753679,1513.0,0.48578982154659617,0.9398422530961796,mom_14
总体,0.7458835895296858,0.03243810783174772,0.09193131974758059,0.35285154092005094,0.2766494692499497,2015-04-27,2022-05-16,0.11725346128331174,4399.0,0.4955671743578086,1.0676633246545542,mom_14
2005,-0.05566420890547852,-0.06551542277000844,0.10285865981455772,-0.6369461053461631,0.12165115124413974,2005-02-25,2005-07-11,-0.5385516051428613,213.0,0.45539906103286387,0.8449791545187814,index
2006,0.6454631359644991,0.6832949891279341,0.16474427083514093,4.147610024094284,0.07665687420576994,2006-05-15,2006-07-19,8.913681860987003,241.0,0.5601659751037344,2.0247910929188486,index
2007,0.5311709437523005,0.558365359069301,0.2212243495622717,2.5239778540387507,0.1423164830653059,2007-01-29,2007-02-05,3.92340610899638,242.0,0.6033057851239669,1.4758117229133878,index
2008,-0.04256985618686804,-0.04358518625804264,0.24674748039864192,-0.17663883006070416,0.1468068061195506,2008-10-27,2008-12-31,-0.2968880490632668,246.0,0.5203252032520326,0.9660354342283709,index
2009,0.16608155444318373,0.1719707134856283,0.16253032316257449,1.058083870993174,0.11378424730722433,2009-08-03,2009-10-29,1.5113754105284627,244.0,0.5491803278688525,1.2052067520036251,index
2010,-0.040726018933704755,-0.04237275353321002,0.0793154470087865,-0.5342307851901282,0.0654411165336976,2010-10-25,2010-12-30,-0.6474943548891164,242.0,0.5,0.8887862245767872,index
2011,-0.03897354653800311,-0.04022532122906897,0.03847979367641201,-1.04536218586138,0.05983427490197682,2011-04-13,2011-12-01,-0.6722789119608766,244.0,0.4713114754098361,0.7969682313978006,index
2012,0.03900170164946659,0.04047506267320111,0.056867093507920914,0.7117483974728446,0.05042428276451281,2012-03-02,2012-12-13,0.8026899036367915,243.0,0.4444444444444444,1.1880306557891211,index
2013,-0.07590215740317074,-0.08018314058915865,0.08216363765965169,-0.9758956987920021,0.12016113826970375,2013-02-06,2013-12-31,-0.6672967795060847,238.0,0.47478991596638653,0.7913435476336755,index
2014,0.32220586456787736,0.33279933414232166,0.15289001190922025,2.176723842103722,0.061954261954261784,2014-12-22,2014-12-24,5.371693950418026,245.0,0.5061224489795918,1.8227282888690375,index
2015,-0.0280638058476812,-0.028970473871335,0.19562237638925495,-0.1480938653648125,0.16930286776842365,2015-04-27,2015-09-29,-0.17111626195819363,244.0,0.4713114754098361,0.9676757647092341,index
